"p-value"
7.21223442054104e-06
3.786959754452e-05
4.25110649237666e-05
5.56164345183504e-05
5.99491343563843e-05
0.000428088529453963
0.000485565967218943
0.000785583151839726
0.00266732725291566
0.00397125416583763
0.00444588936814613
0.00448863547108174
0.00480800294905129
0.0069603968669256
0.009679942352371
0.010317313475938
0.0117170658397622
0.0135269126947914
0.0143691285993324
0.0166922458357448
0.0168400506700949
0.0174341579255307
0.0186561320887812
0.0187806866151596
0.0194888295938722
0.0194888295938722
0.0200943400768874
0.0218674214127175
0.0259919962841246
0.0285408398777231
0.0289439096682005
0.0292216499244946
0.0312089264756715
0.0324104704547223
0.0340687059152984
0.0362310668533515
0.0441767902056542
0.0443203166774631
0.0443203166774631
0.0474587034691532
0.0474587034691532
